"ftgt";"fprop_s1";"fprop_s2";"biomass";"b1plus";"ssb";"rec";"ssbpr";"fbar";"pF_s1";"pF_s2";"yield";"pY_s1";"pY_s2";"YPR";"hr_b1plus";"hr_ssb";"conv";"rec0";"ssb0";"ssbpr0";"ratioR";"ratioB";"ratioSPR";"slope";"rslope";"fmsy";"f01"
0.1;0.1;0.9;104265.365593863;104265.365593863;80652.3052209433;2164215.68400999;0.0372662973551258;0.0833333333333333;0.1;0.9;7393.75853014631;0.1166127601185;0.8833872398815;0.00341636861093563;0.0709128912370252;0.0916744848134401;1;2178637.18558723;1e+05;0.0459002539117343;0.993380494158161;0.806523052209433;0.811897411870282;67463.1771521404;0.610986834127392;FALSE;FALSE
0.11;0.1;0.9;102522.624371828;102522.624371828;79130.4967206939;2162792.61050489;0.0365871865551739;0.0916666666666667;0.1;0.9;7955.95167308081;0.116956874198321;0.883043125801679;0.00367855504704335;0.0776019119860439;0.100542167720277;1;2178637.18558723;1e+05;0.0459002539117343;0.992727299805969;0.791304967206939;0.797102051451191;64505.620939031;0.58420143824652;FALSE;FALSE
0.12;0.1;0.9;100847.257808901;100847.257808901;77666.9093285963;2161373.2393376;0.0359340570684585;0.1;0.1;0.9;8493.4985142394;0.117300790365489;0.882699209634511;0.00392967691079697;0.0842214126469761;0.10935800829031;1;2178637.18558723;1e+05;0.0459002539117343;0.992075804836232;0.776669093285962;0.782872729583575;61720.4438734871;0.558977210903605;FALSE;FALSE
0.13;0.1;0.9;99235.52981805;99235.52981805;76258.3291964824;2159957.62211667;0.0353054747073011;0.108333333333333;0.1;0.9;9007.83554651846;0.11764449687045;0.88235550312955;0.00417037605473534;0.0907722824983599;0.118122644980976;1;2178637.18558723;1e+05;0.0459002539117343;0.99142603293741;0.762583291964824;0.769178200521356;59094.7776885006;0.535197609385248;FALSE;FALSE
0.14;0.1;0.9;97683.9499375172;97683.9499375172;74901.7544605684;2158545.7884568;0.0347000998825777;0.116666666666667;0.1;0.9;9500.29202725597;0.117987980496512;0.882012019503488;0.00440124646790465;0.0972554041204595;0.126836708908566;1;2178637.18558723;1e+05;0.0459002539117343;0.990777997702718;0.749017544605684;0.755989279477748;56617.3704000742;0.512760729002544;FALSE;FALSE
0.15;0.1;0.9;96189.296109014;96189.296109014;73594.4126634454;2157137.78393086;0.0341166953783255;0.125;0.1;0.9;9972.10344725658;0.118331230106107;0.881668769893893;0.00462284028472434;0.103671654234323;0.135500822499393;1;2178637.18558723;1e+05;0.0459002539117343;0.990131720050224;0.735944126634454;0.743279012005719;54277.627699443;0.491570621366381;FALSE;FALSE
0.16;0.1;0.9;94748.5615953107;94748.5615953107;72333.7166617658;2155733.64421329;0.0335541066754391;0.133333333333333;0.1;0.9;10424.4170114186;0.118674234200008;0.881325765799992;0.00483567023198864;0.110021902558725;0.144115600476655;1;2178637.18558723;1e+05;0.0459002539117343;0.989487216354583;0.723337166617658;0.731022245322723;52065.9398835038;0.471540255264717;FALSE;FALSE
0.17;0.1;0.9;93358.9444386447;93358.9444386447;71117.2551962005;2154333.40192027;0.0330112577434904;0.141666666666667;0.1;0.9;10858.2998437811;0.119016981543983;0.880983018456017;0.00504021329015397;0.116307011707027;0.152681649675946;1;2178637.18558723;1e+05;0.0459002539117343;0.988844501586704;0.711172551962004;0.719195536629726;49973.5871956194;0.452590659372347;FALSE;FALSE
0.18;0.1;0.9;92017.8358371664;92017.8358371664;69942.782641822;2152937.0920057;0.0324871464668122;0.15;0.1;0.9;11274.7464037446;0.11935946166401;0.88064053833599;0.00523691400255496;0.122527837143402;0.161199568817311;1;2178637.18558723;1e+05;0.0459002539117343;0.988203591790526;0.69942782641822;0.707777053462158;47992.2417010013;0.434646410936801;FALSE;FALSE
0.19;0.1;0.9;90722.7823894782;90722.7823894782;68808.1877258286;2151544.73016041;0.0319808306847046;0.158333333333333;0.1;0.9;11674.681751253;0.119701662791472;0.880298337208528;0.00542618593403939;0.128685225957168;0.169669949712549;1;2178637.18558723;1e+05;0.0459002539117343;0.987564494168165;0.688081877258286;0.696746269556667;46114.752759087;0.417642749485422;FALSE;FALSE
0.2;0.1;0.9;89471.5071754024;89471.5071754024;67711.5098708317;2150156.3465977;0.0314914354846683;0.166666666666667;0.1;0.9;12058.9713575787;0.120043575039623;0.879956424960377;0.00560841604688897;0.134780018111665;0.178093375566174;1;2178637.18558723;1e+05;0.0459002539117343;0.986927222587614;0.677115098708317;0.686084123744197;44334.2089669823;0.401517081224797;FALSE;FALSE
