"fprop_s1";"fprop_s2";"refpt";"fbar";"yield";"pY_s1";"pY_s2";"ssb";"ratioB";"ratioSPR";"ratioR";"hr_b1plus";"hr_ssb"
0.1;0.9;"virgin";0;0;0;0;1e+05;1;1;1;0;0
0.1;0.9;"msy";0.908333333333333;19834.2248108409;0.148606531271633;0.851393468728367;25020.1423992978;0.250201423992978;0.31268463866023;0.800171780312024;0.504481693124029;0.79273029282989
0.1;0.9;"f0.1";0.433333333333333;17873.6963154789;0.130782012847369;0.869217987152631;41960.5666919234;0.419605666919234;0.467971861342631;0.896647216598382;0.301327884439477;0.425964130720837
0.1;0.9;"spr.20";1.9;17736.7657997398;0.180736369875;0.819263630125001;12714.677559172;0.12714677559172;0.19988454429241;0.636101085463205;0.749709943949659;1.39498353121389
0.1;0.9;"spr.30";0.975;19817.5554709377;0.150964287357693;0.849035712642306;23624.7334646143;0.236247334646143;0.299893390092298;0.78777106282147;0.526744339860029;0.838847790626755
0.1;0.9;"spr.35";0.75;19689.3593015345;0.142866260430899;0.857133739569101;29014.9811940222;0.290149811940222;0.349303994278537;0.830651285678844;0.446400225948439;0.678592867935099
0.1;0.9;"spr.40";0.583333333333333;19097.7412629647;0.136605398871241;0.863394601128759;34707.1092189689;0.347071092189689;0.401481834507215;0.864475207491491;0.375677177285734;0.550254449095028
0.1;0.9;"spr.50";0.375;17106.5090079557;0.12847183209189;0.87152816790811;45620.3538806947;0.456203538806947;0.501519910573034;0.909641928843245;0.269084087966086;0.374975368509685
0.1;0.9;"F.20B0";1.18333333333333;19573.7285003973;0.158118255415855;0.841881744584145;20042.2303793881;0.200422303793881;0.267053778477724;0.750494169887204;0.589418380189718;0.976624264359688
0.1;0.9;"F.30B0";0.716666666666667;19615.2076937209;0.141632079385477;0.858367920614523;30008.7024287708;0.300087024287708;0.358413105597066;0.83726576847073;0.43311731577424;0.653650644851435
0.1;0.9;"F.35B0";0.575;19050.8747739209;0.136286483558721;0.863713516441279;35046.7506456923;0.350467506456923;0.40459521425218;0.866217627177569;0.371836971845368;0.543584624050233
0.1;0.9;"F.40B0";0.466666666666667;18226.5124235068;0.132090989508094;0.867909010491906;40111.3697324717;0.401113697324717;0.451020889214324;0.88934616315323;0.318862964024845;0.454397656950412
0.1;0.9;"F.50B0";0.316666666666667;16097.6448977699;0.126138143013291;0.873861856986709;49945.1488143175;0.499451488143175;0.541163864131244;0.922920987980172;0.234688194314747;0.322306475802415
0.1;0.9;"F.50R0";2.93333333333333;14555.3947945804;0.210735714260157;0.789264285739843;7696.27572037479;0.0769627572037479;0.153882527436769;0.500139674631821;0.89509824580991;1.89122574650581
0.1;0.9;"F.90msy";1.85833333333333;17862.0071423537;0.179485333699052;0.820514666300948;13013.5133962453;0.130135133962453;0.202623872798915;0.642249761416808;0.742109901773466;1.37257376993267
0.2;0.8;"virgin";0;0;0;0;1e+05;1;1;1;0;0
0.2;0.8;"msy";0.8;19408.2836241545;0.277019667124298;0.722980332875702;24952.4790958236;0.249524790958236;0.312064391711716;0.799593922233671;0.469270072211568;0.777809834029795
0.2;0.8;"f0.1";0.416666666666667;17699.1283506963;0.252353964141086;0.747646035858914;40784.8770387413;0.407848770387413;0.457194706188462;0.892068007058884;0.295426388129544;0.433963018544448
0.2;0.8;"spr.20";1.54166666666667;17328.2168745143;0.318329458625661;0.681670541374339;12687.8266054521;0.126878266054521;0.199638410549978;0.635540353707426;0.680835931178144;1.36573563096048
0.2;0.8;"spr.30";0.85;19393.0089528494;0.280056010812984;0.719943989187016;23647.5239218922;0.236475239218922;0.300102302617345;0.787982088629447;0.487648940628634;0.820086238918905
0.2;0.8;"spr.35";0.666666666666667;19259.8472411085;0.268719960210424;0.731280039789575;29071.6144816664;0.290716144816664;0.349823132748608;0.831037508961935;0.416032392816436;0.662496651269729
0.2;0.8;"spr.40";0.533333333333333;18711.5106544914;0.260120974541273;0.739879025458727;34468.00515567;0.3446800515567;0.399290047260309;0.863232264169093;0.355570824841959;0.542866074493821
0.2;0.8;"spr.50";0.35;16775.1465321085;0.247818010326076;0.752181989673924;45378.0872894033;0.453780872894033;0.499299133486197;0.908835690792517;0.257462158211889;0.369675046573102
0.2;0.8;"F.20B0";1.01666666666667;19148.1248041631;0.289888640354362;0.710111359645637;19993.4719605841;0.199934719605841;0.266606826305354;0.749923482367434;0.543627207708115;0.9577188415255
0.2;0.8;"F.30B0";0.641666666666667;19193.3727321299;0.267130499685755;0.732869500314245;29970.0457930517;0.299700457930517;0.358058753102974;0.837014750605263;0.405291214268201;0.640418532045744
0.2;0.8;"F.35B0";0.525;18658.8418466038;0.259573617417349;0.740426382582651;34861.5560091412;0.348615560091412;0.402897596750461;0.865270884967157;0.351515968726115;0.535226879767249
0.2;0.8;"F.40B0";0.433333333333333;17885.0415144205;0.25347707428732;0.74652292571268;39763.1039326738;0.397631039326738;0.447828452716177;0.887909280696704;0.304486408776339;0.449789874168354
0.2;0.8;"F.50B0";0.291666666666667;15668.7816722622;0.243794235749959;0.756205764250041;50213.5060437964;0.502135060437964;0.543623805401467;0.923681147603786;0.221794691653992;0.312043171384923
0.2;0.8;"F.50R0";2.20833333333333;14184.7920252053;0.350647807364705;0.649352192635295;7690.30550174837;0.0769030550174837;0.153827800432693;0.499929497796676;0.801901851140706;1.84450305933625
0.2;0.8;"F.90msy";1.50833333333333;17470.2579523512;0.316620853513305;0.683379146486695;13030.0708848732;0.130300708848732;0.202775649778005;0.642585581608952;0.673477729516179;1.34076461338615
0.3;0.7;"virgin";0;0;0;0;1e+05;1;1;1;0;0
