"fprop_s1";"fprop_s2";"refpt";"fbar";"yield";"pY_s1";"pY_s2";"ssb";"ratioB";"ratioSPR";"ratioR";"hr_b1plus";"hr_ssb"
0.1;0.9;"virgin";0;0;0;0;1e+05;1;1;1;0;0
0.1;0.9;"msy";2.10833333333333;24716.0676285668;0.186913156170978;0.813086843829022;16433.4728991075;0.164334728991075;0.187547653185768;0.876229194018761;0.785302959174336;1.50400756920402
0.1;0.9;"f0.1";0.541666666666667;20717.711867986;0.135005314882318;0.864994685117683;40100.7112121223;0.401007112121223;0.417645803451189;0.960160760164538;0.356154155762055;0.516642005634133
0.1;0.9;"spr.20";1.9;24694.5707650274;0.180736369966265;0.819263630033735;17702.4102585476;0.177024102585476;0.199884544180324;0.885631769636853;0.749709943996701;1.39498353073722
0.1;0.9;"spr.30";0.975;23478.5397073088;0.150964287479914;0.849035712520086;27989.0344598359;0.279890344598359;0.299893390581738;0.933299477042236;0.526744339913101;0.838847790230147
0.1;0.9;"spr.35";0.75;22441.9270345612;0.142866260832386;0.857133739167614;33071.2686968665;0.330712686968665;0.349304001219535;0.946776119981558;0.446400226460146;0.678592866825444
0.1;0.9;"spr.40";0.583333333333333;21150.7529741268;0.136605398998059;0.863394601001941;38438.13170229;0.3843813170229;0.401481835994486;0.957406494046667;0.375677177303393;0.550254448835938
0.1;0.9;"spr.50";0.375;18271.7114431381;0.128471832699236;0.871528167300764;48727.7645938212;0.487277645938212;0.50151993355104;0.971601751675184;0.269084088484033;0.374975367646046
0.1;0.9;"F.20B0";1.6;24565.659115079;0.171580008199633;0.828419991800367;19991.7697501075;0.199917697501074;0.222142205903822;0.899953688168694;0.690874524477074;1.22878861762336
0.1;0.9;"F.30B0";0.875;23090.3476246556;0.147414652465059;0.852585347534941;30016.2805268777;0.300162805268777;0.319602727344644;0.93917473033669;0.492891504045092;0.769260788457105
0.1;0.9;"F.35B0";0.683333333333333;21996.7329395004;0.140388887677903;0.859611112322097;35006.5252838015;0.350065252838015;0.368118995814737;0.950956774352911;0.419425314095291;0.628360934459236
0.1;0.9;"F.40B0";0.541666666666667;20717.711867986;0.135005314882318;0.864994685117683;40100.7112121223;0.401007112121223;0.417645803451189;0.960160760164538;0.356154155762055;0.516642005634133
0.1;0.9;"F.50B0";0.358333333333333;17941.0765022678;0.127807389802142;0.872192610197858;49821.8374225244;0.498218374225244;0.512156752718987;0.972784936604378;0.259485382880291;0.360104673581482
0.1;0.9;"F.50R0";3.33333333333333;24368.2220864584;0.222303958019062;0.777696041980938;11851.7263004234;0.118517263004234;0.143002894587449;0.828775273019091;0.934722802091656;2.05609051953789
0.1;0.9;"F.90msy";0.716666666666667;22229.4852978793;0.141632079496371;0.858367920503629;34008.2052736945;0.340082052736945;0.358413106827585;0.948854956078772;0.433117315833141;0.653650644571766
0.2;0.8;"virgin";0;0;0;0;1e+05;1;1;1;0;0
0.2;0.8;"msy";1.63333333333333;24152.8854206155;0.322972061135488;0.677027938864512;16844.7949558826;0.168447949558826;0.191546617626636;0.87940967919969;0.700317035095129;1.43384858550509
0.2;0.8;"f0.1";0.525;20651.0616758614;0.259573617597797;0.740426382402203;38583.7529124968;0.385837529124968;0.402897597760386;0.95765656402458;0.351515968738812;0.535226879632352
0.2;0.8;"spr.20";1.54166666666667;24142.2367364753;0.318329458908111;0.681670541091889;17677.0937210873;0.176770937210873;0.199638411177238;0.885455540186287;0.68083593138663;1.36573563038112
0.2;0.8;"spr.30";0.85;22971.0443303689;0.280056011220128;0.719943988779872;28010.5228635749;0.280105228635749;0.30010230561809;0.933365800235508;0.487648940994415;0.820086238384382
0.2;0.8;"spr.35";0.666666666666667;21944.9801487448;0.26871996085323;0.73128003914677;33124.6658063111;0.331246658063111;0.34982313978358;0.946897504459077;0.416032393387648;0.662496650594547
0.2;0.8;"spr.40";0.533333333333333;20744.3733463778;0.260120974682446;0.739879025317554;38212.6906156123;0.382126906156123;0.399290047651787;0.957015854523299;0.355570824822226;0.54286607439002
0.2;0.8;"spr.50";0.35;17928.9962070181;0.247818011089184;0.752181988910815;48499.3412277187;0.484993412277187;0.499299150825042;0.971348361950512;0.257462158668323;0.36967504615859
0.2;0.8;"F.20B0";1.325;24027.9683877015;0.307008479977199;0.692991520022802;20000.7857391442;0.200007857391442;0.222229861352791;0.900004419630756;0.630103813853355;1.20135122195102
0.2;0.8;"F.30B0";0.775;22617.1328276341;0.275486075150159;0.724513924849841;29897.7310031017;0.298977310031017;0.318450162530155;0.938851177388567;0.459773602186682;0.756483253705363
0.2;0.8;"F.35B0";0.616666666666667;21552.2312794127;0.265530479383519;0.734469520616481;34863.7859548499;0.348637859548499;0.366731252338819;0.950663073640631;0.394287183240469;0.6181839031287
0.2;0.8;"F.40B0";0.491666666666667;20251.1202449246;0.257372651364426;0.742627348635574;40143.9135074231;0.401439135074231;0.418065825766613;0.960229490985316;0.334940570969137;0.50446303002272
0.2;0.8;"F.50B0";0.333333333333333;17568.1360272927;0.246673436552538;0.753326563447462;49719.4085519896;0.497194085519896;0.511160916477677;0.972676254174471;0.247515546606688;0.353345635817901
0.2;0.8;"F.50R0";3.33333333333333;22788.0238139554;0.401829054433046;0.598170945566954;8833.39747294206;0.0883339747294206;0.113658030986937;0.777190788564455;0.932126378982478;2.57975754897912
0.2;0.8;"F.90msy";0.641666666666667;21756.1430954906;0.267130499843511;0.732869500156489;33971.7575489057;0.339717575489057;0.358058753947694;0.94877606466419;0.405291214314074;0.640418531898754
0.3;0.7;"virgin";0;0;0;0;1e+05;1;1;1;0;0
0.3;0.7;"msy";1.39166666666667;23752.0382956828;0.438934643196179;0.561065356803821;16768.380114556;0.16768380114556;0.190803695558183;0.878828896133339;0.649792410052547;1.41647780724296
0.3;0.7;"f0.1";0.508333333333333;20577.6794610024;0.374898466201682;0.625101533798318;37263.6765658759;0.372636765658759;0.390063522168238;0.955323285775073;0.346639964070059;0.552218174839098
