"SCENARIO","OM","MP","STKN","LHSC","SIGR","FHIST","CVFH","IDXT","CVID","ADVT","HCRT","PBUF","UCPL","UCPU","HCRI","BSAFE"
"sc000286","om002","mp0093","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.8,2.75,"nin","none"
"sc000287","om002","mp0094","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.8,2.75,"nin","none"
"sc000288","om002","mp0095","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o5",0,0.8,2.75,"nin","none"
"sc000289","om002","mp0096","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o5",0,0.8,2.75,"nin","none"
"sc000290","om002","mp0097","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o5",0,0.8,2.75,"nin","none"
"sc000291","om002","mp0098","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","none"
"sc000292","om002","mp0099","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","none"
"sc000293","om002","mp0100","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","none"
"sc000294","om002","mp0101","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o3",0,0.8,4,"nin","none"
"sc000295","om002","mp0102","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o3",0,0.8,4,"nin","none"
"sc000296","om002","mp0103","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o3",0,0.8,4,"nin","none"
"sc000297","om002","mp0104","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","none"
"sc000298","om002","mp0105","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","none"
"sc000299","om002","mp0106","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","none"
"sc000300","om002","mp0107","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o5",0,0.8,4,"nin","none"
"sc000301","om002","mp0108","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o5",0,0.8,4,"nin","none"
"sc000302","om002","mp0109","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o5",0,0.8,4,"nin","none"
"sc000303","om002","mp0110","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.8,5.25,"nin","none"
"sc000304","om002","mp0111","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.8,5.25,"nin","none"
"sc000305","om002","mp0112","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.8,5.25,"nin","none"
"sc000306","om002","mp0113","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o3",0,0.8,5.25,"nin","none"
"sc000307","om002","mp0114","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o3",0,0.8,5.25,"nin","none"
"sc000308","om002","mp0115","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o3",0,0.8,5.25,"nin","none"
"sc000309","om002","mp0116","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.8,5.25,"nin","none"
"sc000310","om002","mp0117","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.8,5.25,"nin","none"
"sc000311","om002","mp0118","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.8,5.25,"nin","none"
"sc000312","om002","mp0119","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o5",0,0.8,5.25,"nin","none"
"sc000313","om002","mp0120","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o5",0,0.8,5.25,"nin","none"
"sc000314","om002","mp0121","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o5",0,0.8,5.25,"nin","none"
"sc000315","om002","mp0122","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0,0,"nin","Imin"
"sc000316","om002","mp0123","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","Imin"
"sc000317","om002","mp0124","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0,0,"nin","Imin"
"sc000318","om002","mp0125","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0,0,"nin","Imin"
"sc000319","om002","mp0126","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","Imin"
"sc000320","om002","mp0127","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0,0,"nin","Imin"
"sc000321","om002","mp0128","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","Imin"
"sc000322","om002","mp0129","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","Imin"
"sc000323","om002","mp0130","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","Imin"
"sc000324","om002","mp0131","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","Imin"
"sc000325","om002","mp0132","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","Imin"
"sc000326","om002","mp0133","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","Imin"
"sc000327","om002","mp0134","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","Imin"
"sc000328","om002","mp0135","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","Imin"
"sc000329","om002","mp0136","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","Imin"
"sc000330","om002","mp0137","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","Imin"
"sc000331","om002","mp0138","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","Imin"
"sc000332","om002","mp0139","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","Imin"
"sc000333","om002","mp0140","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","Imin"
"sc000334","om002","mp0141","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","Imin"
"sc000335","om002","mp0142","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","Imin"
"sc000336","om002","mp0143","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","Imin"
"sc000337","om002","mp0144","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","Imin"
"sc000338","om002","mp0145","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","Imin"
"sc000339","om002","mp0146","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0,0,"nin","Iminpa"
"sc000340","om002","mp0147","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","Iminpa"
"sc000341","om002","mp0148","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0,0,"nin","Iminpa"
"sc000342","om002","mp0149","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0,0,"nin","Iminpa"
"sc000343","om002","mp0150","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","Iminpa"
"sc000344","om002","mp0151","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0,0,"nin","Iminpa"
"sc000345","om002","mp0152","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","Iminpa"
"sc000346","om002","mp0153","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","Iminpa"
"sc000347","om002","mp0154","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","Iminpa"
"sc000348","om002","mp0155","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","Iminpa"
"sc000349","om002","mp0156","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","Iminpa"
"sc000350","om002","mp0157","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","Iminpa"
"sc000351","om002","mp0158","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","Iminpa"
"sc000352","om002","mp0159","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","Iminpa"
"sc000353","om002","mp0160","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","Iminpa"
"sc000354","om002","mp0161","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","Iminpa"
"sc000355","om002","mp0162","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","Iminpa"
"sc000356","om002","mp0163","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","Iminpa"
"sc000357","om002","mp0164","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","Iminpa"
"sc000358","om002","mp0165","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","Iminpa"
"sc000359","om002","mp0166","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","Iminpa"
"sc000360","om002","mp0167","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","Iminpa"
"sc000361","om002","mp0168","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","Iminpa"
"sc000362","om002","mp0169","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","Iminpa"
"sc000363","om002","mp0170","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0,0,"nin","Inorm"
"sc000364","om002","mp0171","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","Inorm"
"sc000365","om002","mp0172","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0,0,"nin","Inorm"
"sc000366","om002","mp0173","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0,0,"nin","Inorm"
"sc000367","om002","mp0174","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","Inorm"
"sc000368","om002","mp0175","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0,0,"nin","Inorm"
"sc000369","om002","mp0176","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","Inorm"
"sc000370","om002","mp0177","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","Inorm"
"sc000371","om002","mp0178","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","Inorm"
"sc000372","om002","mp0179","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","Inorm"
"sc000373","om002","mp0180","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","Inorm"
"sc000374","om002","mp0181","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","Inorm"
"sc000375","om002","mp0182","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","Inorm"
"sc000376","om002","mp0183","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","Inorm"
"sc000377","om002","mp0184","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","Inorm"
"sc000378","om002","mp0185","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","Inorm"
"sc000379","om002","mp0186","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","Inorm"
"sc000380","om002","mp0187","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","Inorm"
"sc000381","om002","mp0188","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","Inorm"
"sc000382","om002","mp0189","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","Inorm"
"sc000383","om002","mp0190","STK1","bc",0.75,"flow",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","Inorm"
"sc000384","om002","mp0191","STK1","bc",0.75,"flow",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","Inorm"
"sc000385","om002","mp0192","STK1","bc",0.75,"flow",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","Inorm"
"sc000386","om002","mp0193","STK1","bc",0.75,"flow",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","Inorm"
"sc000387","om003","mp0001","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fix","ft0",0,0,0,"fix","none"
"sc000388","om003","mp0002","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0,0,"nin","none"
"sc000389","om003","mp0003","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0,0,"nin","none"
"sc000390","om003","mp0004","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0,0,"nin","none"
"sc000391","om003","mp0005","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o3",0,0,0,"nin","none"
"sc000392","om003","mp0006","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o3",0,0,0,"nin","none"
"sc000393","om003","mp0007","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o3",0,0,0,"nin","none"
"sc000394","om003","mp0008","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0,0,"nin","none"
"sc000395","om003","mp0009","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0,0,"nin","none"
"sc000396","om003","mp0010","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0,0,"nin","none"
"sc000397","om003","mp0011","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o5",0,0,0,"nin","none"
"sc000398","om003","mp0012","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o5",0,0,0,"nin","none"
"sc000399","om003","mp0013","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o5",0,0,0,"nin","none"
"sc000400","om003","mp0014","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.2,0.2,"nin","none"
"sc000401","om003","mp0015","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.2,0.2,"nin","none"
"sc000402","om003","mp0016","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.2,0.2,"nin","none"
"sc000403","om003","mp0017","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o3",0,0.2,0.2,"nin","none"
"sc000404","om003","mp0018","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o3",0,0.2,0.2,"nin","none"
"sc000405","om003","mp0019","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o3",0,0.2,0.2,"nin","none"
"sc000406","om003","mp0020","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.2,0.2,"nin","none"
"sc000407","om003","mp0021","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.2,0.2,"nin","none"
"sc000408","om003","mp0022","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.2,0.2,"nin","none"
"sc000409","om003","mp0023","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o5",0,0.2,0.2,"nin","none"
"sc000410","om003","mp0024","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o5",0,0.2,0.2,"nin","none"
"sc000411","om003","mp0025","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o5",0,0.2,0.2,"nin","none"
"sc000412","om003","mp0026","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.2,0.25,"nin","none"
"sc000413","om003","mp0027","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.2,0.25,"nin","none"
"sc000414","om003","mp0028","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.2,0.25,"nin","none"
"sc000415","om003","mp0029","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o3",0,0.2,0.25,"nin","none"
"sc000416","om003","mp0030","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o3",0,0.2,0.25,"nin","none"
"sc000417","om003","mp0031","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o3",0,0.2,0.25,"nin","none"
"sc000418","om003","mp0032","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.2,0.25,"nin","none"
"sc000419","om003","mp0033","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.2,0.25,"nin","none"
"sc000420","om003","mp0034","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.2,0.25,"nin","none"
"sc000421","om003","mp0035","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o5",0,0.2,0.25,"nin","none"
"sc000422","om003","mp0036","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o5",0,0.2,0.25,"nin","none"
"sc000423","om003","mp0037","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o5",0,0.2,0.25,"nin","none"
"sc000424","om003","mp0038","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.5,0.5,"nin","none"
"sc000425","om003","mp0039","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.5,0.5,"nin","none"
"sc000426","om003","mp0040","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.5,0.5,"nin","none"
"sc000427","om003","mp0041","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o3",0,0.5,0.5,"nin","none"
"sc000428","om003","mp0042","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o3",0,0.5,0.5,"nin","none"
"sc000429","om003","mp0043","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o3",0,0.5,0.5,"nin","none"
"sc000430","om003","mp0044","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.5,0.5,"nin","none"
"sc000431","om003","mp0045","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.5,0.5,"nin","none"
"sc000432","om003","mp0046","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.5,0.5,"nin","none"
"sc000433","om003","mp0047","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o5",0,0.5,0.5,"nin","none"
"sc000434","om003","mp0048","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o5",0,0.5,0.5,"nin","none"
"sc000435","om003","mp0049","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o5",0,0.5,0.5,"nin","none"
"sc000436","om003","mp0050","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.5,1,"nin","none"
"sc000437","om003","mp0051","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.5,1,"nin","none"
"sc000438","om003","mp0052","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.5,1,"nin","none"
"sc000439","om003","mp0053","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o3",0,0.5,1,"nin","none"
"sc000440","om003","mp0054","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o3",0,0.5,1,"nin","none"
"sc000441","om003","mp0055","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o3",0,0.5,1,"nin","none"
"sc000442","om003","mp0056","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.5,1,"nin","none"
"sc000443","om003","mp0057","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.5,1,"nin","none"
"sc000444","om003","mp0058","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.5,1,"nin","none"
"sc000445","om003","mp0059","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o5",0,0.5,1,"nin","none"
"sc000446","om003","mp0060","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o5",0,0.5,1,"nin","none"
"sc000447","om003","mp0061","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o5",0,0.5,1,"nin","none"
"sc000448","om003","mp0062","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.5,1.5,"nin","none"
"sc000449","om003","mp0063","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.5,1.5,"nin","none"
"sc000450","om003","mp0064","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.5,1.5,"nin","none"
"sc000451","om003","mp0065","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o3",0,0.5,1.5,"nin","none"
"sc000452","om003","mp0066","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o3",0,0.5,1.5,"nin","none"
"sc000453","om003","mp0067","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o3",0,0.5,1.5,"nin","none"
"sc000454","om003","mp0068","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.5,1.5,"nin","none"
"sc000455","om003","mp0069","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.5,1.5,"nin","none"
"sc000456","om003","mp0070","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.5,1.5,"nin","none"
"sc000457","om003","mp0071","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o5",0,0.5,1.5,"nin","none"
"sc000458","om003","mp0072","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o5",0,0.5,1.5,"nin","none"
"sc000459","om003","mp0073","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o5",0,0.5,1.5,"nin","none"
"sc000460","om003","mp0074","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.8,0.8,"nin","none"
"sc000461","om003","mp0075","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.8,0.8,"nin","none"
"sc000462","om003","mp0076","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.8,0.8,"nin","none"
"sc000463","om003","mp0077","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o3",0,0.8,0.8,"nin","none"
"sc000464","om003","mp0078","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o3",0,0.8,0.8,"nin","none"
"sc000465","om003","mp0079","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o3",0,0.8,0.8,"nin","none"
"sc000466","om003","mp0080","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.8,0.8,"nin","none"
"sc000467","om003","mp0081","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.8,0.8,"nin","none"
"sc000468","om003","mp0082","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.8,0.8,"nin","none"
"sc000469","om003","mp0083","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o5",0,0.8,0.8,"nin","none"
"sc000470","om003","mp0084","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o5",0,0.8,0.8,"nin","none"
"sc000471","om003","mp0085","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o5",0,0.8,0.8,"nin","none"
"sc000472","om003","mp0086","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.8,2.75,"nin","none"
"sc000473","om003","mp0087","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.8,2.75,"nin","none"
"sc000474","om003","mp0088","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.8,2.75,"nin","none"
"sc000475","om003","mp0089","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o3",0,0.8,2.75,"nin","none"
"sc000476","om003","mp0090","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o3",0,0.8,2.75,"nin","none"
"sc000477","om003","mp0091","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o3",0,0.8,2.75,"nin","none"
"sc000478","om003","mp0092","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.8,2.75,"nin","none"
"sc000479","om003","mp0093","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.8,2.75,"nin","none"
"sc000480","om003","mp0094","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.8,2.75,"nin","none"
"sc000481","om003","mp0095","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o5",0,0.8,2.75,"nin","none"
"sc000482","om003","mp0096","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o5",0,0.8,2.75,"nin","none"
"sc000483","om003","mp0097","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o5",0,0.8,2.75,"nin","none"
"sc000484","om003","mp0098","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.8,4,"nin","none"
"sc000485","om003","mp0099","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.8,4,"nin","none"
"sc000486","om003","mp0100","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.8,4,"nin","none"
"sc000487","om003","mp0101","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o3",0,0.8,4,"nin","none"
"sc000488","om003","mp0102","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o3",0,0.8,4,"nin","none"
"sc000489","om003","mp0103","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o3",0,0.8,4,"nin","none"
"sc000490","om003","mp0104","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","2o3",0,0.8,4,"nin","none"
"sc000491","om003","mp0105","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","2o3",0,0.8,4,"nin","none"
"sc000492","om003","mp0106","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","2o3",0,0.8,4,"nin","none"
"sc000493","om003","mp0107","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o5",0,0.8,4,"nin","none"
"sc000494","om003","mp0108","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o5",0,0.8,4,"nin","none"
"sc000495","om003","mp0109","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o5",0,0.8,4,"nin","none"
"sc000496","om003","mp0110","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o2",0,0.8,5.25,"nin","none"
"sc000497","om003","mp0111","STK1","bc",0.75,"fhigh",0.1,"b1p","low","fpa","1o2",0,0.8,5.25,"nin","none"
"sc000498","om003","mp0112","STK1","bc",0.75,"fhigh",0.1,"b1p","low","int","1o2",0,0.8,5.25,"nin","none"
"sc000499","om003","mp0113","STK1","bc",0.75,"fhigh",0.1,"b1p","low","iny","1o3",0,0.8,5.25,"nin","none"
