"scenario";"OM";"MP";"STKN";"LHSC";"SIGR";"FHIST";"CVFH";"IDXT";"CVID";"ADVT";"HCRT";"PBUF";"UCPL";"UCPU";"HCRI";"BSAFE";"year";"rec";"biomass.sem1";"biomass.sem2";"ssb";"f.sem1";"f.sem2";"catch.sem1";"catch.sem2";"catch.mp";"tac";"index"
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"1";2178637.18558723;126477.091439237;138878.060928894;1e+05;0;0;0;0;4218.61741896253;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"2";2276293.89573423;126477.091439237;136022.954491133;96350.001860183;0.0334592149982641;0.0501860687835096;4218.61741896253;5264.36005177956;14641.5382848974;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"3";2947216.49960377;119554.484040159;132988.015836707;85636.7841557954;0.0815376959943306;0.122315200366701;9377.17823311785;11009.9070350035;20570.9820090651;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"4";393263.26743008;114121.791290332;101574.213230975;78436.8963577335;0.0910547805923801;0.136575321299015;9561.07497406169;11270.404859729;22668.7367438312;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"5";4366524.09933875;79713.4901108479;108828.284789349;57837.559346597;0.140431378244708;0.210664930163325;11398.3318841022;12111.2616353706;24546.0126378964;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"6";971238.730767547;95995.0884778788;92279.3709025563;54910.8630098029;0.166642089631609;0.249978123429766;12434.7510025258;14084.3097261792;27467.0967411323;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"7";2354472.37443543;72334.1130410394;80465.6237386573;48467.422310688;0.193714041178197;0.290575787558429;13382.7870149531;13655.7979240018;25947.3747310654;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"8";649060.130521604;64887.4669740319;57767.0531793289;36797.6459106037;0.234824351446444;0.352231187540622;12291.5768070636;12593.3157541891;20907.9981600407;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"9";4597266.26438621;41719.564288876;81921.1559224949;26956.4732767495;0.213957783910947;0.320963910936191;8314.68240585156;8278.0291558872;24053.9737727166;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"10";4659337.89252254;77862.3106952668;115291.063550931;37654.7777654049;0.300040378887363;0.450059278260168;15775.9446168294;16703.924550149;39655.8919253645;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"11";1288016.59346254;101729.418937789;93538.4675914728;53074.3127235617;0.301847024369159;0.45275092066429;22951.9673752154;23020.9236595081;38941.865817354;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"12";1046068.24387306;66948.5448237046;59716.1561166557;40698.3433836722;0.265706660457362;0.398562432601233;15920.9421578459;15098.5479464186;24818.5064472942;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"13";3288009.23780996;41976.7039970144;66825.0841229312;24282.0945430469;0.27135206486473;0.407036085593684;9719.95850087562;9203.22218131969;21668.8883275543;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"14";1434025.05991762;60121.2598764335;64285.3088861347;29834.6282619499;0.296759607833847;0.44515922139526;12465.6661462346;12981.0118323593;25984.9075493324;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"15";2994651.6708113;50219.9622782736;69288.3320623303;27988.9598415787;0.31210488578613;0.468156785298643;13003.895716973;12035.6105829463;24248.0756214529;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"16";1893366.08452144;59195.1663338908;68403.0373528808;30374.1401497235;0.28486791924991;0.427302814106012;12212.4650385065;12655.8860379007;26441.614723467;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"17";1720181.18431486;55369.0512080859;59809.2199069739;30113.2161382192;0.310716455771341;0.466076447531039;13785.7286855663;13044.8077536338;24160.5928730093;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"18";14262705.2191616;46394.2005764698;193151.150656661;24902.513689732;0.304863560919785;0.45730255430989;11115.7851193755;10667.9978795238;44755.9323485662;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"19";1092118.54245166;202666.951344377;189361.627996272;95519.7932832917;0.26723609428493;0.400857393261472;34087.9344690424;39470.7875220492;76341.6732068212;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"20";3870520.49744752;140502.279857102;139154.433676309;89880.8015790767;0.274181224335091;0.411267572966789;36870.885684772;33704.6740122002;53134.2859529548;NA;NA
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"21";3176577.26241681;102788.712560068;115824.084324782;57912.4097155821;0.236346850439097;0.354516189496253;19429.6119407547;19986.8778784076;43704.9564958668;NA;54833.5314628476
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"22";2243810.22775305;93935.6453568105;92985.8245670989;50374.0230047644;0.317161603937486;0.475740637974077;23718.0786174592;22115.8831646692;39430.3459286784;NA;48075.5344077477
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"23";2282175.44721465;69080.0105248157;75416.7366867868;37518.8227004791;0.311204785673117;0.4668081657897;17314.4627640092;16180.8235951627;27918.7057126618;NA;33117.7806948935
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"24";3541853.58464212;58885.0533415385;85575.6186887503;32983.0386014009;0.250575429829598;0.375836849722342;11737.8821174991;12030.7318412259;30876.333614077;NA;94482.3285857341
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"25";5945010.51601117;75453.7774015828;122924.466873478;37438.3734686543;0.344233018978978;0.516355884452808;18845.6017728511;18115.7349624386;38980.3977130715;NA;39954.4811243253
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"26";247967.696470613;110400.290540848;93959.9243269641;57079.6984106162;0.263827391031815;0.395742936308347;20864.6627506328;22460.9610798157;39992.1674063046;NA;80588.3205631587
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"27";2637360.60639218;65471.798309917;72901.5281255231;42158.0740144867;0.275422228691962;0.413135154898323;17531.2063264889;15727.1025509233;27141.1542249035;NA;38706.4730573937
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"28";411719.520501125;57131.7496223903;49606.6302336516;29931.4474428198;0.268370291782079;0.402559530968828;11414.0516739802;11701.1541263052;22926.4569578926;NA;43114.2791763778
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"29";1381206.264317;34989.5763859877;37183.3503465755;19595.0511017051;0.362037666494345;0.543057200247912;11225.3028315874;9118.63525687803;14620.8091715735;14886.0210569298;24053.7265791558
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"30";245123.177218254;28371.3526135476;25483.0347604423;14827.3155954982;0.264849164611233;0.533648515068884;5502.17391469549;6864.43446120224;11427.2033021289;19847.1933094306;30674.704450036
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"31";1617302.50242878;17370.7610695301;29897.0216365252;10534.9396354399;0.319598441730124;0.470837646756788;4562.76884092668;3593.91080839835;8113.6743632477;15877.7546475445;11984.0063200044
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"32";2845656.36551462;27761.2452545923;55356.6446005346;14099.0585907079;0.251050062658207;0.416146305064832;4519.76355484935;5569.84838011799;11979.0024203842;18975.405022138;25490.5788807154
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"33";1459927.47528201;52697.0433307534;63339.820770146;29569.7777627651;0.293620248848447;0.483423588971844;6409.15404026624;7823.18771064804;16915.0969609118;22770.4860265656;47931.0030618805
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"34";1365674.71817468;54305.3899727541;58758.4944024249;34440.9858673032;0.263764898135333;0.432891804886021;9091.90925026379;8221.67422339435;17042.4897707891;27324.5832318787;51566.9566658349
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"35";1686687.34435835;48739.6814681957;56762.9823180279;30015.5310639224;0.211330028294795;0.360144212806708;8820.81554739474;9344.7911235972;18712.389313855;28080.9678297079;51126.1046971044
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"36";2645870.26559601;46648.2086084376;65534.9863674843;26885.2358240952;0.23888060074511;0.605864926848641;9367.59819025776;10161.0699860594;21997.8913886974;22464.7742637663;35126.0565929431
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"37";3413627.78129452;56640.5176033001;82743.7148692472;30084.3372252328;0.326499415437134;0.599856932525038;11836.821402638;11255.5458588523;25623.2812939914;21964.6294345332;42165.9425200443
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"38";1907901.13321955;73579.0853769526;80570.991701918;39801.1151710962;0.364365839294365;0.741349397402471;14367.7354351391;12709.5042506597;21157.5060601776;26357.5553214398;54860.0743216106
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"39";1314954.87155177;66372.2101466373;70315.0189385093;44582.3628792797;0.184708504626313;0.323093209115252;8448.00180951792;10589.5455549679;18663.4011931718;31629.0663857278;65898.5787765171
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"40";1724877.79209287;56559.8701849135;64590.22172498;37509.8841900855;0.142913233606686;0.239664397176984;8073.85563820389;9163.6067373997;17021.1827855427;25303.2531085822;38946.1644931692
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"41";4777850.44466172;53576.5591953926;96878.2909103273;32821.1816897508;0.181897324834704;0.213434872920949;7857.57604814302;6532.36437526294;15718.2674100073;26770.7781074245;55462.7372567101
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"42";6780285.43084239;93784.1815753835;160307.853802789;54727.0553481468;0.196708037928737;0.229890353694962;9185.90303474435;9597.00565582352;29071.3208625108;32124.9337289094;81671.640791362
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"43";346408.342406566;154470.877574031;138006.86153981;93360.3726139283;0.227659686749868;0.243347167900912;19474.3152066872;16199.7036563344;34205.7350442827;38549.9204746913;128638.545660415
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"44";1683284.52089567;110577.15501101;102227.313552928;81427.018667237;0.211307518691854;0.221607009402265;18006.0313879483;12565.069572976;26875.8599899069;30839.936379753;78380.841083857
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"45";3019259.40890182;82336.7054218708;95689.661257812;51242.9624245887;0.155086676339108;0.200900276848361;14310.7904169309;11619.2282628453;17436.7190723361;24671.9491038024;60727.2702725339
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"46";7783309.51899772;82054.0541563356;159891.824386867;53833.5917512868;0.095469559214162;0.139568686684212;5817.49080949083;6799.99024924737;17559.4676753895;29606.3389245629;87824.358204223
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"47";3355107.936565;158127.148827408;184184.27266931;97575.7332395418;0.0777782407211162;0.104202600594013;10759.4774261421;11050.1481085665;22083.5843942989;35527.6067094755;124865.520163762
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"48";1722785.03047806;165287.169931301;164416.746517926;123762.707445438;0.0787621262883168;0.114062872860902;11033.4362857324;13137.1146239361;25024.1079487853;31515.5660229624;94335.680403914
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"49";5706626.98723379;137939.497298944;177620.732414725;103323.758687793;0.0862152093283711;0.114922613838394;11886.9933248492;12435.0419268232;26256.9008517597;25212.4528183699;61676.4175013781
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"50";2071247.60511474;160087.218585264;162236.805215231;103902.279153604;0.0838845894195663;0.0990530842485558;13821.8589249365;13179.9311534882;22304.7475860547;30254.9433820439;119766.898899415
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"51";2308971.41683897;137546.050866251;143467.406656181;104430.874081083;0.0745272286766508;0.0907653925544199;9124.81643256648;9082.7967265552;19572.4286594926;34282.0090625761;102797.108866637
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"52";1498990.69256044;123627.001407019;119953.056582414;88371.5785273007;0.0882016979440739;0.0964191860634877;10489.6319329374;9085.90399876301;16503.7536215956;33027.310723443;107209.157825709
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"53";3267665.72575655;100390.383986035;120295.894024445;74407.1968785217;0.0870687822956768;0.116028001759892;7417.84962283259;7636.02454255992;16079.0957215137;26421.8485787544;73323.9645597844
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"54";3010994.02105309;107021.531789526;126099.578000635;71567.7227563924;0.0947679256322725;0.119368555210629;8443.07117895375;8016.07653375402;16020.9999232941;26701.5500349025;91222.12221384
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"55";670921.341199811;112482.669086602;105804.108117304;78945.407879456;0.105872296153633;0.109071524002142;8004.92338954008;6994.60732577021;13708.158128133;32041.860041883;116447.7791023
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"56";7775245.85506151;88685.4363175784;159894.385019824;69089.8793029418;0.0824413514199382;0.112780497642397;6713.55080236278;7239.79103764558;17245.6014210847;25633.4880335064;49912.8193311515
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"57";9438433.99301484;155424.952265782;248573.153907402;93682.2878640768;0.0820800028430667;0.110549670114482;10005.8103834391;9733.90739672158;21445.8953753573;30760.1856402076;211517.240135974
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"58";1462482.2029187;240431.798787332;240338.091006725;162260.310045368;0.0872456807420889;0.108270065258382;11711.9879786357;12054.0918434346;31520.6379935277;36912.2227682492;262154.526706371
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"59";1293024.97425743;208694.892797109;186183.232141214;162183.815993787;0.100603467753201;0.10686676153906;19466.5461500931;16089.5726330557;35527.2648086955;29529.7782145993;152029.84912807
"sc000979";"om006";"mp0014";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"iny";"1o2";0;0.2;0.2;"nin";"none";"60";1578188.0718057;150741.987358022;133323.979291733;107325.342702668;0.102649563749492;0.110513355416292;19437.6921756399;14301.0979087219;NA;23623.8225716795;73327.8612875208
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"1";2178637.18558723;126477.091439237;138878.060928894;1e+05;0;0;0;0;0;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"2";2276293.89573423;126477.091439237;136022.954491133;96350.001860183;0.0334592149982641;0.0501860687835096;4218.61741896253;5264.36005177956;9482.97747074209;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"3";2947216.49960377;119554.484040159;132988.015836707;85636.7841557954;0.0815376959943306;0.122315200366701;9377.17823311785;11009.9070350035;20387.0852681213;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"4";393263.26743008;114121.791290332;101574.213230975;78436.8963577335;0.0910547805923801;0.136575321299015;9561.07497406169;11270.404859729;20831.4798337907;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"5";4366524.09933875;79713.4901108479;108828.284789349;57837.559346597;0.140431378244708;0.210664930163325;11398.3318841022;12111.2616353706;23509.5935194728;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"6";971238.730767547;95995.0884778788;92279.3709025563;54910.8630098029;0.166642089631609;0.249978123429766;12434.7510025258;14084.3097261792;26519.0607287049;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"7";2354472.37443543;72334.1130410394;80465.6237386573;48467.422310688;0.193714041178197;0.290575787558429;13382.7870149531;13655.7979240018;27038.5849389549;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"8";649060.130521604;64887.4669740319;57767.0531793289;36797.6459106037;0.234824351446444;0.352231187540622;12291.5768070636;12593.3157541891;24884.8925612527;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"9";4597266.26438621;41719.564288876;81921.1559224949;26956.4732767495;0.213957783910947;0.320963910936191;8314.68240585156;8278.0291558872;16592.7115617388;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"10";4659337.89252254;77862.3106952668;115291.063550931;37654.7777654049;0.300040378887363;0.450059278260168;15775.9446168294;16703.924550149;32479.8691669784;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"11";1288016.59346254;101729.418937789;93538.4675914728;53074.3127235617;0.301847024369159;0.45275092066429;22951.9673752154;23020.9236595081;45972.8910347235;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"12";1046068.24387306;66948.5448237046;59716.1561166557;40698.3433836722;0.265706660457362;0.398562432601233;15920.9421578459;15098.5479464186;31019.4901042645;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"13";3288009.23780996;41976.7039970144;66825.0841229312;24282.0945430469;0.27135206486473;0.407036085593684;9719.95850087562;9203.22218131969;18923.1806821953;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"14";1434025.05991762;60121.2598764335;64285.3088861347;29834.6282619499;0.296759607833847;0.44515922139526;12465.6661462346;12981.0118323593;25446.677978594;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"15";2994651.6708113;50219.9622782736;69288.3320623303;27988.9598415787;0.31210488578613;0.468156785298643;13003.895716973;12035.6105829463;25039.5062999194;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"16";1893366.08452144;59195.1663338908;68403.0373528808;30374.1401497235;0.28486791924991;0.427302814106012;12212.4650385065;12655.8860379007;24868.3510764072;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"17";1720181.18431486;55369.0512080859;59809.2199069739;30113.2161382192;0.310716455771341;0.466076447531039;13785.7286855663;13044.8077536338;26830.5364392001;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"18";14262705.2191616;46394.2005764698;193151.150656661;24902.513689732;0.304863560919785;0.45730255430989;11115.7851193755;10667.9978795238;21783.7829988993;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"19";1092118.54245166;202666.951344377;189361.627996272;95519.7932832917;0.26723609428493;0.400857393261472;34087.9344690424;39470.7875220492;73558.7219910916;NA;NA
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"20";3870520.49744752;140502.279857102;139154.433676309;89880.8015790767;0.274181224335091;0.411267572966789;36870.885684772;33704.6740122002;70575.5596969721;NA;70018.0140375676
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"21";3176577.26241681;102788.712560068;115824.084324782;57912.4097155821;0.236346850439097;0.354516189496253;19429.6119407547;19986.8778784076;39416.4898191622;NA;66380.197256303
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"22";2243810.22775305;93935.6453568105;92985.8245670989;50374.0230047644;0.317161603937486;0.475740637974077;23718.0786174592;22115.8831646692;45833.9617821284;NA;45721.9853512071
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"23";2282175.44721465;69080.0105248157;75416.7366867868;37518.8227004791;0.311204785673117;0.4668081657897;17314.4627640092;16180.8235951627;33495.2863591719;NA;120458.853279229
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"24";3541853.58464212;58885.0533415385;85575.6186887503;32983.0386014009;0.250575429829598;0.375836849722342;11737.8821174991;12030.7318412259;23768.6139587249;NA;53066.5924006065
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"25";5945010.51601117;75453.7774015828;122924.466873478;37438.3734686543;0.344233018978978;0.516355884452808;18845.6017728511;18115.7349624386;36961.3367352897;NA;97552.1028050011
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"26";247967.696470613;110400.290540848;93959.9243269641;57079.6984106162;0.263827391031815;0.395742936308347;20864.6627506328;22460.9610798157;43325.6238304485;NA;58161.5117206075
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"27";2637360.60639218;65471.798309917;72901.5281255231;42158.0740144867;0.275422228691962;0.413135154898323;17531.2063264889;15727.1025509233;33258.3088774122;NA;54703.7307519421
"sc000980";"om006";"mp0015";"STK2";"bc";0.75;"fhigh";0.1;"b1p";"low";"fpa";"1o2";0;0.2;0.2;"nin";"none";"28";411719.520501125;57131.7496223903;49606.6302336516;29931.4474428198;0.268370291782079;0.402559530968828;11414.0516739802;11701.1541263052;23115.2058002854;NA;38566.2323549906
